id,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
20091,17308,30534,117961,118343,119142,118784,130086,290919,118786,1
20092,80559,1411,117902,117903,118437,122129,305057,121916,122131,1
20093,38379,7530,117961,118343,118514,132671,132672,290919,132673,1
20094,34434,3023,117961,118343,122012,118321,240983,290919,118322,1
20095,22282,53131,117935,117936,117878,179731,119038,117887,117973,1
20096,37793,1030,117961,118343,120722,118361,118362,118363,118364,1
20097,31347,7021,117961,118300,118783,118784,287626,290919,118786,1
20098,39974,4013,117961,118300,118514,117905,117906,290919,117908,1
20099,81350,4215,118212,118213,118597,118728,301534,118295,118730,1
20100,18418,53240,117876,117877,117878,117879,167135,19721,117880,1
20101,39264,17007,117902,118041,117945,280788,280788,292795,119082,1
20102,4675,4620,117961,118300,119181,117905,180083,290919,117908,1
20103,23977,4815,118290,118291,118301,118293,118294,118295,118296,1
20104,25993,1903,117961,118343,118514,118321,117906,290919,118322,1
20105,110567,7346,117961,118343,123125,118259,117906,290919,118261,1
20106,20284,87595,117980,117981,117920,268608,127679,120134,268610,1
20107,82329,55268,91261,118026,119507,117905,117906,290919,117908,1
20108,15723,15824,117961,118225,120323,122849,120324,119095,122850,1
20109,75834,8234,117961,118300,118783,117905,117906,290919,117908,1
20110,75876,49374,118752,118753,118754,118805,118806,118474,118807,1
20111,6977,123310,117961,118386,121883,118321,117906,290919,118322,1
20112,5729,20382,117961,118300,124942,118777,279443,308574,118779,1
20113,16034,123313,118290,118291,125857,118172,118173,249618,118175,1
20114,20292,54419,117926,118266,117884,117885,117913,117887,117888,1
20115,79092,15389,117961,118225,122870,119928,129017,118331,119929,1
20116,20222,46634,118256,118257,117945,126684,280788,292795,126685,1
20117,31234,18686,117961,118386,121883,118321,117906,290919,118322,1
20118,79021,49962,120140,120141,118492,119949,125738,290919,119951,1
20119,16349,7339,117961,118300,118360,124194,130884,118363,124196,1
20120,6977,7337,117961,118343,124725,118784,117906,290919,118786,1
20121,74679,13076,117890,118102,117878,118568,292195,19721,118570,1
20122,28342,57757,117961,118343,142038,118784,121873,290919,118786,1
20123,75179,3267,117961,118052,121949,120097,174445,270488,120099,1
20124,20364,311696,117902,117903,118507,120990,120991,118398,120992,1
20125,25328,53240,117876,117877,117878,117879,117879,19721,117880,1
20126,4675,118619,117961,118343,118514,117905,117906,290919,117908,1
20127,17308,3526,117961,118225,120323,122849,122849,119095,122850,1
20128,33146,5238,118290,118291,118053,132692,134889,270488,132694,1
20129,33642,13728,118084,118085,117941,118568,229199,19721,118570,1
20130,1003,4496,117961,118225,120551,118321,117906,290919,118322,1
20131,16333,7460,117961,118300,118783,117905,240983,290919,117908,1
20132,74369,58967,118000,118001,117884,118568,188138,19721,118570,1
20133,1023,5899,117961,118327,120318,118321,117906,290919,118322,0
20134,101818,1482,117961,117962,118840,118841,123378,118643,118843,1
20135,80660,3230,117961,118386,121961,120348,249620,118295,120350,1
20136,86220,111936,117961,118300,118783,117905,117906,290919,117908,1
20137,79092,56199,117961,118052,118881,118321,117906,290919,118322,1
20138,88512,3966,117961,118343,122012,117905,117906,290919,117908,1
20139,42877,2354,117961,117962,118501,120702,308462,118504,120704,1
20140,28149,3221,120342,120343,121961,118728,244948,118295,118730,1
20141,42085,5137,118212,118213,123614,120497,229576,118424,120499,1
20142,22680,5369,117961,118413,122007,118321,117906,290919,118322,1
20143,78766,82206,118079,118080,117878,117879,304519,19721,117880,1
20144,37008,1325,117961,117962,118910,118321,117906,290919,118322,1
20145,45019,2354,117961,117962,118501,118502,118503,118504,118505,1
20146,25812,25813,117961,118300,119181,118321,117906,290919,118322,1
20147,25280,5048,117961,118300,118458,120006,129545,118424,120008,1
20148,43906,7424,5110,117954,122672,118777,306530,308574,118779,1
20149,4675,4413,117961,118343,118979,118321,290878,290919,118322,1
20150,31441,6982,117961,118300,118783,117905,117906,290919,117908,0
20151,23921,3993,117961,118343,119598,124576,124577,118424,124578,1
20152,27416,71163,117910,117911,117912,117879,117886,19721,117880,0
20153,79121,94844,117961,117969,121617,121618,121619,121620,121621,1
20154,87066,56359,117893,117894,117895,118568,264384,19721,118570,1
20155,27714,16566,117961,118327,120559,120618,304465,118643,120619,1
20156,16008,1080,117961,118327,118378,120618,304465,118643,120619,1
20157,39611,3941,117876,117877,117878,117879,117879,19721,117880,1
20158,38717,119058,118079,118080,117878,117879,118177,19721,117880,0
20159,45155,15746,117961,118052,119742,118321,117906,290919,118322,1
20160,36480,53374,118169,118170,119796,259173,189088,292795,118943,1
20161,18418,6736,117961,117969,6725,122290,268766,6725,122292,1
20162,37807,55364,117926,117927,117884,117885,117913,117887,117888,1
20163,76553,35191,117961,118446,118447,118784,121926,290919,118786,1
20164,25993,17831,117961,118343,28618,121594,131163,4673,121596,1
20165,95923,86,117961,118446,122550,118321,117906,290919,118322,1
20166,26924,85343,117961,118327,118933,118784,121873,290919,118786,0
20167,39333,7389,117961,118386,118746,118451,130134,118453,118454,1
20168,52366,25,117961,117962,122224,117905,240983,290919,117908,1
20169,4675,8068,117961,118386,121668,133306,135146,118205,133308,1
20170,38119,20481,118219,118220,117920,118568,202543,19721,118570,1
20171,16265,1483,117961,117962,118840,124886,124887,118643,124888,1
20172,32270,1540,117961,118343,123125,122297,301475,118331,118899,1
20173,74982,331,118200,118201,121220,179731,140758,117887,117973,1
20174,16933,15824,117961,118225,120323,122849,120324,119095,122850,1
20175,43269,5496,91261,118026,118202,118321,117906,290919,118322,1
20176,80477,61016,119596,119597,118597,120789,194103,118424,120791,1
20177,34886,6454,117961,118343,118856,117905,240983,290919,117908,1
20178,17183,3770,117961,118343,118395,118890,125128,118398,118892,1
20179,87843,6482,117961,118052,118992,118321,118448,290919,118322,1
20180,39355,85475,117961,118300,120410,118784,117906,290919,118786,1
20181,74421,51345,117961,118052,120417,118702,125047,118704,118705,0
20182,5340,5089,117961,118300,118514,120516,123107,120518,120519,1
20183,73170,4100,118290,118291,124668,118293,118294,118295,118296,1
20184,41470,3071,120864,120865,139897,184274,310016,151277,184276,1
20185,34924,25618,117961,118327,118320,118523,310608,118331,118525,1
20186,3853,59765,117961,118386,121961,124152,304629,118424,124154,1
20187,79092,4945,117961,118300,118360,119849,148676,118638,119851,1
20188,75532,49577,117961,118327,118933,118321,117906,290919,118322,1
20189,80242,52036,117961,118300,124725,118321,240983,290919,118322,1
20190,79092,78408,117961,118386,125884,118523,299505,118331,118525,1
20191,35991,51127,117961,118446,120368,117905,117906,290919,117908,1
20192,73214,33266,117961,118300,123719,118321,117906,290919,118322,1
20193,42480,7514,117961,118300,118783,120690,127922,290919,120692,1
20194,80754,13419,117961,118300,120059,120313,127733,118424,120315,1
20195,3853,3176,117961,118300,121216,118841,160003,118643,118843,1
20196,31671,18046,117961,118300,118783,117905,240983,290919,117908,1
20197,972,3979,117961,118343,120347,118368,128683,117887,118486,1
20198,16933,139593,117961,118225,120323,119782,238219,119784,119785,1
20199,33326,1755,117961,117962,119223,125793,139296,118643,125795,1
20200,20351,5432,117961,118327,118391,118641,123881,118643,118644,1
20201,82375,8461,117961,118327,118929,120575,172007,249618,120577,1
20202,73547,17227,117961,118343,118292,119928,134544,118331,119929,1
20203,20082,50990,117902,117903,119181,117905,118036,290919,117908,1
20204,45333,2113,117951,117952,117878,128093,128322,119184,128095,1
20205,6977,19717,117961,117962,118352,118321,240983,290919,118322,1
20206,19484,13262,118219,118220,118221,118568,268194,19721,118570,1
20207,41399,8410,118212,118580,117895,117896,117913,117887,117898,1
20208,6977,1311,117961,117962,118910,119346,4673,4673,119348,1
20209,25696,239,117961,118225,118403,117905,117906,290919,117908,1
20210,23961,21261,117961,117969,118970,120647,145499,118398,120649,1
20211,20293,87977,117926,117927,117884,117885,117913,117887,117888,1
20212,81355,7084,117961,118386,123072,117905,117906,290919,117908,1
20213,75834,25,117961,117962,122224,117905,240983,290919,117908,1
20214,1969,1065,117961,118327,120559,118641,132791,118643,118644,1
20215,16351,7495,117961,118225,119924,118321,118448,290919,118322,1
20216,74017,1350,117961,118052,120096,117905,117906,290919,117908,1
20217,78174,17326,117961,118386,118746,133306,135146,118205,133308,1
20218,3853,50015,117961,118343,119598,120344,310997,118424,120346,1
20219,391,54419,117926,118266,117884,118568,195390,19721,118570,1
20220,43952,23228,117961,118446,118471,130528,120363,118474,120364,1
20221,81350,49425,117961,118343,119598,118422,300136,118424,118425,1
20222,1003,795,117961,118225,120551,118784,117906,290919,118786,1
20223,40867,7411,117961,118386,118746,118451,130134,118453,118454,1
20224,20351,15682,117961,118300,118957,118321,117906,290919,118322,1
20225,79092,2270,117961,118413,277693,118777,279443,308574,118779,1
20226,1020,6235,117961,118300,118437,307024,294485,118331,118332,1
20227,77206,46477,117961,119256,148450,119778,148997,19721,119779,1
20228,91819,14695,118602,118603,117941,117899,117899,19721,117900,1
20229,80586,2983,117961,118343,118700,117905,117906,290919,117908,1
20230,4675,5537,117961,118413,120370,117905,117906,290919,117908,1
20231,42608,64753,118079,118080,117878,117879,141959,19721,117880,1
20232,43504,3242,117961,118343,118514,118321,240983,290919,118322,1
20233,32270,6656,118095,118096,118008,117885,118097,117887,117888,1
20234,78591,31067,117893,117894,117895,117899,117897,19721,117900,1
20235,45784,16757,117961,118225,122273,118321,117906,290919,118322,1
20236,74629,2371,117961,117962,118501,118502,308462,118504,118505,1
20237,53101,5987,117961,118446,16232,117905,117906,290919,117908,1
20238,38718,66827,117910,117911,117884,117885,117913,117887,117888,1
20239,5173,5043,117961,118300,118458,118523,129545,118331,118525,1
20240,40191,32457,117961,118327,118320,118321,117906,290919,118322,1
20241,40862,59347,117961,118327,118320,118784,147114,290919,118786,1
20242,35754,4413,117961,118343,118833,117905,117906,290919,117908,1
20243,36386,14695,118602,118603,118008,118568,125168,19721,118570,1
20244,74216,70169,117961,118386,118635,131997,167505,131999,132000,1
20245,33642,119058,118079,118080,117878,117879,118177,19721,117880,1
20246,80774,154585,118212,118213,120551,118321,240983,290919,118322,1
20247,25993,15869,117961,118300,120410,118777,140279,308574,118779,1
20248,97165,28468,117961,118327,118933,118784,117906,290919,118786,1
20249,20351,8242,117961,117962,119223,124886,306399,118643,124888,1
20250,76416,1508,117961,118225,120663,118784,240983,290919,118786,1
20251,16342,29134,117961,118300,28618,118321,240983,290919,118322,1
20252,41296,4638,117961,118343,119987,117905,117906,290919,117908,1
20253,45902,6200,117961,118225,120663,118321,117906,290919,118322,1
20254,3853,7510,117961,118446,118684,118777,279443,308574,118779,1
20255,20312,770,117961,118300,119181,128230,302830,4673,128231,1
20256,45790,27,117961,118413,120370,118685,123004,308574,118687,1
20257,34817,92550,126974,126975,118492,118747,125738,118453,118749,1
20258,74475,17549,117961,118446,119064,120690,136365,290919,120692,1
20259,45790,70243,117961,118327,118492,129909,129910,118453,129911,1
20260,44303,2610,117961,118327,121979,118321,240983,290919,118322,1
20261,31825,16643,119134,119135,118701,119587,284481,118704,119589,0
20262,18058,15385,117902,118041,117945,259173,130913,292795,118943,0
20263,44731,25686,118541,118542,118562,126138,191718,124136,126140,1
20264,78732,17733,117961,118300,119984,118396,269406,118398,118399,1
20265,45103,6082,117961,118327,118529,118054,118054,117887,118055,1
20266,39160,8430,117961,118225,118403,118321,227996,290919,118322,1
20267,80313,18190,117961,118386,120361,118784,121873,290919,118786,1
20268,5893,5899,117961,118327,120318,118641,306399,118643,118644,1
20269,13878,61231,119178,119179,117895,117896,117913,117887,117898,1
20270,75649,6220,117961,118327,121645,122269,122270,118643,122271,1
20271,42654,23228,117961,118446,118471,130528,255657,118474,120364,1
20272,74550,4659,117961,118225,120663,117905,240983,290919,117908,1
20273,35916,53130,117935,117936,117878,118568,173062,19721,118570,1
20274,1020,7030,118212,118213,123201,117905,117906,290919,117908,1
20275,33233,4743,119062,130600,120663,117905,117906,290919,117908,0
20276,1020,18686,117961,118386,121883,117905,172635,290919,117908,1
20277,40000,5403,117961,118413,121639,118321,117906,290919,118322,1
20278,35498,16735,117961,118300,118783,118321,290919,290919,118322,1
20279,43112,26320,117961,118327,118391,118321,117906,290919,118322,1
20280,278393,14862,117961,118225,118403,118980,301534,118295,118982,1
20281,103239,96560,117961,118327,4674,118321,117906,290919,118322,1
20282,20883,5092,117961,118343,128639,118890,125128,118398,118892,1
20283,80195,2270,117961,118413,277693,118777,279443,308574,118779,1
20284,32270,16971,117961,118343,119993,118321,117906,290919,118322,1
20285,38992,2683,118169,118170,119796,122129,164523,121916,122131,1
20286,36281,15918,117961,118327,118320,120690,136365,290919,120692,1
20287,80768,4642,117961,118225,120551,118321,117906,290919,118322,1
20288,33147,310767,117961,118343,118395,118396,233714,118398,118399,0
20289,39393,1350,117961,118052,122938,118321,117906,290919,118322,1
20290,112579,70062,117961,118386,118746,117905,117906,290919,117908,1
20291,31616,85475,117961,118300,123472,117905,117906,290919,117908,1
20292,40069,20380,117961,118225,124380,307024,311622,118331,118332,1
20293,80711,3053,117961,118225,120663,118641,306399,118643,118644,1
20294,106451,7014,117961,118446,119961,118259,125206,290919,118261,1
20295,23568,4488,117961,118413,126229,118259,117906,290919,118261,1
20296,75639,28150,118315,118316,119214,126820,207934,118638,126822,1
20297,76876,2225,117961,117962,118501,120702,126111,118504,120704,1
20298,954,4055,117961,118343,120722,118361,118362,118363,118364,1
20299,43629,3736,117961,118300,120059,118054,118054,117887,118055,1
20300,36240,15779,117961,118300,19772,118321,117906,290919,118322,1
20301,1022,16557,117961,118327,120318,118784,117906,290919,118786,1
20302,38112,55842,117893,117894,117895,117879,117897,19721,117880,0
20303,42093,4200,117961,118343,118660,119433,133686,118424,119435,1
20304,79888,28253,118315,118316,123089,118278,292726,290919,118279,0
20305,7543,122272,117961,118225,122273,118321,240983,290919,118322,1
20306,39877,19738,118290,118291,119136,119137,122050,118474,119139,1
20307,43623,8059,117961,118386,118692,118318,120689,118205,118319,0
20308,16333,16735,117961,118300,118783,118321,117906,290919,118322,1
20309,917,23339,117961,118300,118783,118321,118406,290919,118322,1
20310,15356,46224,117961,118327,118378,120952,120953,118453,120954,1
20311,40328,195311,119301,119302,119303,118784,233216,290919,118786,1
20312,40867,21280,117961,118386,123072,118685,122058,308574,118687,1
20313,76446,7676,117961,118343,119181,118321,117906,290919,118322,1
20314,77383,7491,117961,118300,119181,118321,117906,290919,118322,1
20315,4675,6108,117961,118386,118404,117905,117906,290919,117908,1
20316,78834,1334,117961,117962,118910,119949,230830,290919,119951,1
20317,44655,2710,118290,118291,120823,118396,308262,118398,118399,1
20318,42085,16046,117961,117962,120677,120812,126079,118638,120814,1
20319,6668,53190,117961,118300,19772,118784,118785,290919,118786,1
20320,23921,5030,117961,118343,120126,120497,133686,118424,120499,1
20321,20281,81968,11146,118491,118599,179731,118625,117887,117973,1
20322,43952,50806,117961,118446,119961,118318,180629,118205,118319,1
20323,6977,72209,117961,118225,124948,118747,235735,118453,118749,1
20324,35792,46185,118887,118888,118889,118890,206237,118398,118892,1
20325,78745,92496,117961,118300,123719,118685,279443,308574,118687,1
20326,41579,59386,118315,118316,123656,118321,117906,290919,118322,1
20327,32270,4098,117961,118343,119598,118834,133686,118424,118836,1
20328,972,4098,117961,118343,120126,119433,133686,118424,119435,1
20329,34882,3875,117961,118327,120318,118321,117906,290919,118322,1
20330,82341,7072,117961,117962,118352,117905,117906,290919,117908,1
20331,27728,16850,117961,118225,119092,119093,131097,119095,119096,1
20332,27207,8068,117961,118386,121668,133306,135146,118205,133308,0
20333,111588,16922,117961,117962,118501,117905,240983,290919,117908,1
20334,23884,5183,118290,118291,119837,118834,169002,118424,118836,1
20335,42304,770,117961,118300,120722,118747,130134,118453,118749,1
20336,34861,3195,117961,118052,118706,118523,306404,118331,118525,1
20337,16351,7495,117961,118225,119924,122551,128532,118762,122552,1
20338,34215,15967,117961,118300,124942,118321,240983,290919,118322,1
20339,91819,278563,118602,118603,117941,117885,118097,117887,117888,1
20340,43262,44022,117961,117962,122215,119949,130085,290919,119951,1
20341,4675,4698,117961,117962,118352,118321,117906,290919,118322,1
20342,33054,4965,120864,121013,124133,124134,225335,124136,124137,0
20343,39329,18190,117961,118386,119954,117905,117906,290919,117908,1
20344,88681,4013,117961,118300,118514,117905,117906,290919,117908,1
20345,15714,32795,118256,119428,118623,118995,118806,292795,118997,1
20346,75047,49696,117961,118052,120096,117905,117906,290919,117908,1
20347,78089,58497,117959,117960,118810,119323,120978,19793,119325,1
20348,15913,13876,117961,118386,118404,118841,240982,118643,118843,0
20349,24016,22800,117961,118343,118171,118636,185784,118638,118639,1
20350,5173,2437,118290,118291,19772,126085,253147,119221,126087,0
20351,22271,3526,117961,118225,120323,119093,121698,119095,119096,1
20352,15798,7586,117961,118225,118403,118321,240983,290919,118322,1
20353,77998,46254,117961,118327,126310,124886,123881,118643,124888,1
20354,80765,6047,117961,118413,120370,118784,117906,290919,118786,1
20355,278393,225257,120342,120343,119076,118834,311236,118424,118836,1
20356,34764,6137,117961,118225,119924,118259,118260,290919,118261,1
20357,32270,49453,117961,118343,118660,118912,309291,118424,118914,1
20358,23179,17669,117961,118300,118514,118321,240983,290919,118322,1
20359,89819,156,117961,118413,121639,118784,117906,290919,118786,1
20360,19945,4659,117961,118225,120663,117905,240983,290919,117908,1
20361,29697,53114,120883,120884,118378,130060,128198,119772,130062,1
20362,75078,205,117961,118386,118746,118784,147114,290919,118786,1
20363,20897,17640,117961,118052,118706,118318,140982,118205,118319,1
20364,27082,19986,117961,118225,124948,120773,136187,118960,120774,1
20365,38707,19857,117929,117940,117941,117885,117913,117887,117888,1
20366,19751,7551,117961,118052,118867,118321,117906,290919,118322,1
20367,29024,131441,117961,118343,118292,119433,133686,118424,119435,1
20368,19850,1483,117961,117962,118840,118641,306399,118643,118644,1
20369,43876,56604,118079,118080,117878,117879,117913,19721,117880,1
20370,72024,15889,117961,118052,120417,119587,127457,118704,119589,1
20371,68659,51494,118074,23779,117941,117885,117913,117887,117888,1
20372,20364,4341,117961,118300,118957,118321,117906,290919,118322,0
20373,29058,55119,119062,119091,123125,134095,300136,118474,118475,1
20374,45904,86857,117902,118041,118556,280788,280788,292795,119082,1
20375,15672,16974,117961,118300,119195,117905,117906,290919,117908,1
20376,39262,51178,117961,118386,121961,307024,310608,118331,118332,1
20377,14570,17686,117961,118413,122007,118530,278014,118131,118532,1
20378,23921,4308,117961,118343,118833,118834,309123,118424,118836,1
20379,26835,1483,117961,117962,118840,124886,124887,118643,124888,1
20380,708,44038,117902,117903,118910,128230,302830,4673,128231,1
20381,42085,4728,117961,118343,123125,118685,120316,308574,118687,1
20382,15714,3802,118573,118574,118623,126684,127423,292795,126685,1
20383,278393,4551,117961,118343,118833,118422,300136,118424,118425,1
20384,972,4823,117961,118343,121710,307024,132719,118331,118332,1
20385,34182,5186,118887,118888,124656,118912,309291,118424,118914,1
20386,80381,2270,117961,118413,277693,118958,118959,118960,118961,1
20387,25993,5636,117961,118413,122007,117905,117906,290919,117908,1
20388,74629,46299,117961,118386,118501,118502,118503,118504,118505,1
20389,3124,15501,117961,117969,19666,118396,133290,118398,118399,1
20390,44951,7560,117961,118300,119195,117905,117906,290919,117908,1
20391,41314,36958,118169,118170,125857,259173,127240,292795,118943,1
20392,5764,51096,119596,119597,124266,118728,272276,118295,118730,1
20393,73083,70274,119062,119091,118042,118563,118563,270488,118565,1
20394,1020,217,117961,118413,120370,117905,117906,290919,117908,1
20395,25993,71279,118219,118220,117912,117879,117879,19721,117880,1
20396,15672,54656,117876,117877,117878,117879,117879,19721,117880,1
20397,74557,7504,117961,118300,118783,118321,117906,290919,118322,1
20398,37793,79403,117983,117984,117878,118568,292195,19721,118570,1
20399,38657,1930,122880,122974,122870,120097,281292,270488,120099,1
20400,42668,7525,117961,118225,120551,117905,240983,290919,117908,1
20401,38723,7525,117961,118225,120551,118321,118406,290919,118322,1
20402,13878,57699,117935,117936,117878,117879,117879,19721,117880,1
20403,39262,64715,91261,118026,118317,117905,117906,290919,117908,1
20404,45784,122272,117961,118225,122273,117905,117906,290919,117908,1
20405,5502,3881,117961,118343,118514,117905,117906,290919,117908,1
20406,7543,1398,117961,118300,118437,118321,117906,290919,118322,1
20407,715,1483,117961,117962,118840,118641,306399,118643,118644,1
20408,80673,17460,117961,118052,118867,119928,310608,118331,119929,1
20409,45238,67326,117910,117911,117912,118568,198040,19721,118570,1
20410,75184,50509,118079,118080,117878,117879,304519,19721,117880,1
20411,975,4950,117961,118343,118911,118826,257115,118424,118828,1
20412,42093,25293,117961,118386,123072,121414,130802,118704,121416,1
20413,37651,2071,117961,118386,118501,118502,130777,118504,118505,1
20414,45127,5360,117961,118446,120317,117905,117906,290919,117908,1
20415,81271,3967,117961,118052,118706,118321,117906,290919,118322,1
20416,3719,3745,117961,118300,118360,124435,118362,118363,124436,1
20417,4675,17783,117961,118413,128801,118784,121873,290919,118786,1
20418,28294,21837,117961,118327,118507,118890,311441,118398,118892,1
20419,30582,75256,120864,120865,119796,126820,294510,118638,126822,1
20420,79623,52194,117961,118052,126137,118924,148208,118667,118926,1
20421,15697,132529,117902,117903,132530,117905,137742,290919,117908,1
20422,39330,7069,117961,118386,123844,117905,117906,290919,117908,1
20423,80562,1409,117961,118300,120722,118958,118959,118960,118961,1
20424,75078,151283,117961,118386,118522,117905,117906,290919,117908,1
20425,34798,77941,119062,119091,119362,117905,117906,290919,117908,1
20426,34886,6454,117961,118343,118856,118321,117906,290919,118322,1
20427,70111,3053,117961,118225,120663,118641,306399,118643,118644,1
20428,22947,19623,117961,118225,118403,118784,117906,290919,118786,1
20429,45143,5206,117961,117962,120677,123670,305057,121916,123672,1
20430,18418,8784,117961,118300,119890,118422,147040,118424,118425,1
20431,78570,15050,117989,117990,117920,118568,159847,19721,118570,1
20432,27348,7243,117961,118343,118609,120357,125779,118424,120359,1
20433,34718,16724,118212,118213,120551,117905,240983,290919,117908,1
20434,15806,7284,91261,118026,118202,118321,117906,290919,118322,0
20435,72201,7807,117961,118327,118518,120097,124862,270488,120099,1
20436,20331,5899,117961,118327,120318,118841,152788,118643,118843,1
20437,33642,13165,117890,118102,117878,117879,117879,19721,117880,1
20438,25416,58967,118000,118001,117941,117879,121396,19721,117880,1
20439,34886,19717,117961,117962,118352,118321,117906,290919,118322,0
20440,278393,25293,117961,118386,123072,128764,130802,118612,128765,1
20441,25993,84718,117961,118225,121716,120611,221283,249618,120613,1
20442,16232,5909,117961,118446,16232,118321,117906,290919,118322,1
20443,27348,15390,117961,118300,118301,120344,311360,118424,120346,1
20444,78591,51121,117893,117894,118575,280788,155276,292795,119082,1
20445,391,27897,118106,118107,117884,117885,117913,117887,117888,1
20446,391,27915,117926,117927,117920,118568,281735,19721,118570,1
20447,29697,20924,117887,120846,118378,119192,147904,119184,119194,1
20448,14960,1549,118084,118085,117884,117879,117886,19721,117880,1
20449,4675,3838,117961,118225,119924,118321,117906,290919,118322,1
20450,39630,7578,117961,118343,120722,118321,240983,290919,118322,1
20451,43727,17628,119134,119135,119136,119137,254340,118474,119139,1
20452,43264,23925,118212,118213,119136,120056,137119,118474,120058,1
20453,36429,5028,117961,118386,118896,119849,244844,118638,119851,1
20454,16503,16566,120140,120141,120559,120618,304465,118643,120619,1
20455,43838,13846,117961,118052,120016,123609,118785,123611,123612,1
20456,80106,15417,117961,119256,120943,126684,130913,292795,126685,1
20457,75636,72209,117961,118225,124948,117905,117906,290919,117908,1
20458,42093,22835,117961,117969,19666,118396,236551,118398,118399,1
20459,26822,12197,118290,118291,120171,118890,261801,118398,118892,1
20460,4675,1571,117961,118300,120410,117905,172635,290919,117908,1
20461,101782,18450,117961,118052,118821,121594,142587,4673,121596,1
20462,15361,14810,117961,118413,120370,118321,117906,290919,118322,1
20463,30858,6106,117961,118343,120666,307024,306404,118331,118332,1
20464,80673,17451,117961,118052,126137,118054,118054,117887,118055,1
20465,78516,25237,117961,117962,118910,117905,117906,290919,117908,1
20466,37793,4192,117890,117891,117878,118568,292195,19721,118570,1
20467,79121,120114,118725,118726,119076,118422,159053,118424,118425,1
20468,38482,56006,117890,117891,117878,117885,118069,117887,117888,1
20469,76559,1411,117902,117903,118437,118958,118959,118960,118961,1
20470,22391,4909,117961,118300,118458,118834,223125,118424,118836,1
20471,21915,54727,118006,118007,117878,179731,150991,117887,117973,1
20472,37008,44062,117961,117962,118910,118784,117906,290919,118786,1
20473,39392,7074,117961,118052,122938,118784,216282,290919,118786,1
20474,25270,25558,118990,118991,118992,307024,311622,118331,118332,1
20475,45442,53338,117961,117962,122215,119949,130085,290919,119951,1
20476,78184,4341,117961,118300,118957,118784,240983,290919,118786,1
20477,34924,16243,117961,118327,118933,118685,310608,308574,118687,1
20478,33248,21033,117961,118300,123749,119849,166593,118638,119851,1
20479,4675,16974,117961,118300,119181,117905,117906,290919,117908,1
20480,23152,2983,117961,118343,118700,118321,117906,290919,118322,1
20481,102180,6285,117961,118300,120312,118054,128999,117887,118055,1
20482,79328,16816,117961,118300,119984,120647,311441,118398,120649,1
20483,80193,2014,117961,117962,19666,118368,129597,117887,118486,1
20484,4675,3869,117961,118225,120050,118321,117906,290919,118322,1
20485,39600,4528,117961,118225,120054,119928,132654,118331,119929,1
20486,36976,70243,117961,118327,118492,118451,125738,118453,118454,1
20487,17308,4998,117961,118343,119598,118728,123163,118295,118730,1
20488,732,770,117961,118300,119181,128230,302830,4673,128231,1
20489,44903,49425,117961,118343,119598,119433,133686,118424,119435,1
20490,21457,6071,117961,118413,122007,118321,118448,290919,118322,1
20491,99461,2062,117961,118327,119830,118784,117906,290919,118786,1
20492,20733,71566,117916,118011,117884,117879,117886,19721,117880,1
20493,60007,2641,117961,118327,118391,118321,117906,290919,118322,1
20494,74883,55195,126918,126919,118042,118043,118043,270488,118046,1
20495,38063,21340,11146,118491,117920,117879,117886,19721,117880,1
20496,36174,3918,117961,118343,118660,120789,250337,118424,120791,1
20497,37798,33,117961,118413,119968,118784,117906,290919,118786,1
20498,77993,3868,117961,118052,120096,118321,117906,290919,118322,1
20499,114236,1116,117961,118343,123454,117905,117906,290919,117908,1
20500,18072,1723,117961,119256,119257,280788,280788,292795,119082,1
20501,77466,58681,118084,118085,117912,117885,117913,117887,117888,1
20502,27901,21658,118114,118115,118810,122952,305581,19793,122954,1
20503,32270,3267,117961,118052,121949,120097,174445,270488,120099,1
20504,32270,2290,117902,117903,118403,128422,122352,118453,128424,1
20505,38704,77372,117916,118150,117912,117885,117913,117887,117888,1
20506,45507,19986,117961,118225,125139,120773,118959,118960,120774,0
20507,79092,17713,117961,118225,122273,118321,118448,290919,118322,1
20508,13878,65834,117983,117984,117878,118568,292195,19721,118570,1
20509,75257,3990,117961,117962,118409,119928,310608,118331,119929,1
20510,29708,15746,117961,118052,119742,117905,117906,290919,117908,1
20511,31044,770,117961,118300,119181,179731,133969,117887,117973,1
20512,77500,1412,117902,118041,119181,120952,122352,118453,120954,1
20513,6977,4511,117961,118300,119181,118321,117906,290919,118322,1
20514,14999,3692,117961,118413,126229,118784,117906,290919,118786,1
20515,39186,6618,118602,118603,117941,118568,118568,19721,118570,1
20516,59766,2437,118290,118291,19772,126085,253147,119221,126087,0
20517,79969,25293,117961,118386,118317,128764,130802,118612,128765,1
20518,26410,7703,117943,117944,117945,280788,126042,292795,119082,1
20519,79121,8784,117961,118300,119890,118834,150799,118424,118836,1
20520,78286,4023,117961,118446,119064,117905,240983,290919,117908,1
20521,44874,14752,119134,119135,120054,118321,117906,290919,118322,1
20522,27234,2781,117961,118300,118783,118321,117906,290919,118322,1
20523,74261,17669,117961,118446,118514,118321,290919,290919,118322,1
20524,16191,7133,117961,118327,118320,118784,118785,290919,118786,1
20525,80025,771,117961,118300,120722,118321,117906,290919,118322,1
